frame,t,x,y,yaw,speed,stalled,footprint_max_cost,footprint_blocked
323,1787212282.91,-5.464,0.967,1.816,0.005,1,253,1
324,1787212283.91,-5.477,1.003,1.992,0.143,0,253,1
325,1787212284.91,-5.582,1.151,2.305,0.100,0,216,0
326,1787212285.91,-5.601,1.172,2.408,0.015,1,209,0
327,1787212286.91,-5.613,1.181,2.503,0.013,1,225,0
328,1787212287.91,-5.622,1.187,2.593,0.011,1,225,0
329,1787212288.91,-5.630,1.191,2.677,0.009,1,209,0
330,1787212289.91,-5.637,1.195,2.756,0.007,1,223,0
331,1787212290.91,-5.642,1.197,2.831,0.005,1,209,0
332,1787212291.91,-5.646,1.198,2.901,0.003,1,205,0
333,1787212292.91,-5.648,1.198,2.968,0.001,1,216,0
334,1787212293.91,-5.649,1.198,3.032,0.000,1,205,0
335,1787212294.91,-5.648,1.198,3.097,0.000,1,206,0
336,1787212295.91,-5.648,1.198,-3.122,0.000,1,206,0
337,1787212296.91,-5.646,1.198,-3.058,0.002,1,206,0
338,1787212297.91,-5.643,1.199,-2.990,0.004,1,179,0
339,1787212298.91,-5.638,1.200,-2.918,0.006,1,176,0
340,1787212299.91,-5.631,1.202,-2.842,0.007,1,171,0
341,1787212300.91,-5.622,1.205,-2.762,0.009,1,173,0
342,1787212301.91,-5.610,1.210,-2.677,0.011,1,171,0
343,1787212302.91,-5.658,1.177,-2.438,0.179,0,0,0
344,1787212303.91,-5.827,1.020,-2.489,0.232,0,0,0
345,1787212304.91,-6.041,0.867,-2.460,0.260,0,0,0
346,1787212305.91,-6.244,0.688,-2.423,0.260,0,0,0
347,1787212306.91,-6.440,0.509,-2.429,0.260,0,0,0
348,1787212307.91,-6.632,0.337,-2.396,0.260,0,0,0
349,1787212308.91,-6.831,0.164,-2.434,0.260,0,0,0
350,1787212309.91,-6.966,0.064,-2.574,0.039,0,0,0
351,1787212310.91,-6.978,0.057,-2.670,0.012,1,0,0
352,1787212311.91,-6.987,0.053,-2.757,0.010,1,0,0
353,1787212312.91,-6.995,0.050,-2.842,0.008,1,0,0
354,1787212313.91,-7.001,0.048,-2.924,0.006,1,0,0
355,1787212314.91,-7.005,0.047,-3.001,0.004,1,0,0
356,1787212315.91,-7.008,0.047,-3.073,0.002,1,0,0
357,1787212316.91,-7.009,0.047,3.141,0.000,1,0,0
358,1787212317.91,-7.009,0.047,3.073,0.001,1,0,0
359,1787212318.91,-7.010,0.047,3.003,0.000,1,0,0
360,1787212319.91,-7.010,0.047,2.935,0.001,1,0,0
361,1787212320.91,-7.007,0.046,2.864,0.003,1,0,0
362,1787212321.91,-7.004,0.045,2.789,0.005,1,0,0
363,1787212322.91,-6.997,0.043,2.711,0.007,1,0,0
364,1787212323.91,-6.989,0.039,2.627,0.009,1,0,0
365,1787212324.91,-6.982,0.034,2.540,0.011,1,0,0
366,1787212325.91,-7.045,0.096,2.255,0.228,0,0,0
367,1787212326.91,-7.206,0.303,2.293,0.260,0,0,0
368,1787212327.91,-7.390,0.511,2.289,0.260,0,0,0
369,1787212328.91,-7.565,0.710,2.293,0.260,0,0,0
370,1787212329.91,-7.731,0.912,2.301,0.260,0,0,0
371,1787212330.91,-7.915,1.110,2.382,0.260,0,0,0
372,1787212331.91,-8.119,1.261,2.592,0.260,0,0,0
373,1787212332.91,-8.348,1.417,2.519,0.261,0,0,0
374,1787212333.91,-8.576,1.554,2.653,0.259,0,223,0
375,1787212334.91,-8.803,1.684,2.658,0.260,0,248,0
376,1787212335.91,-9.042,1.764,2.986,0.259,0,253,1
377,1787212336.91,-9.297,1.761,-2.917,0.276,0,241,0
378,1787212337.91,-9.554,1.663,-2.722,0.260,0,226,0
379,1787212338.91,-9.782,1.545,-2.662,0.260,0,253,1
380,1787212339.91,-10.018,1.453,-2.795,0.212,0,253,1
381,1787212340.91,-10.115,1.415,-2.700,0.002,1,248,0
382,1787212341.91,-10.107,1.419,-2.605,0.015,1,226,0
383,1787212342.91,-10.097,1.425,-2.502,0.016,1,241,0
384,1787212343.91,-10.108,1.416,-2.401,0.014,1,253,1
385,1787212344.91,-10.116,1.408,-2.308,0.012,1,253,1
386,1787212345.91,-10.125,1.397,-2.221,0.010,1,253,1
387,1787212346.91,-10.131,1.389,-2.139,0.008,1,253,1
388,1787212347.91,-10.135,1.383,-2.061,0.006,1,253,1
389,1787212348.91,-10.137,1.377,-1.989,0.003,1,253,1
390,1787212349.91,-10.139,1.374,-1.938,0.002,1,253,1
391,1787212350.91,-10.139,1.373,-1.888,0.001,1,253,1
392,1787212351.91,-10.140,1.372,-1.840,0.000,1,253,1
393,1787212352.91,-10.139,1.372,-1.793,0.001,1,253,1
394,1787212353.91,-10.139,1.372,-1.745,0.000,1,253,1
395,1787212354.91,-10.139,1.373,-1.698,0.000,1,253,1
396,1787212355.91,-10.139,1.373,-1.651,0.001,1,253,1
397,1787212356.91,-10.139,1.374,-1.602,0.002,1,253,1
398,1787212357.91,-10.139,1.377,-1.551,0.003,1,253,1
399,1787212358.91,-10.139,1.379,-1.498,0.004,1,253,1
400,1787212359.91,-10.140,1.384,-1.442,0.005,1,253,1
401,1787212360.91,-10.141,1.390,-1.386,0.006,1,253,1
402,1787212361.91,-10.142,1.398,-1.316,0.010,1,253,1
403,1787212362.91,-10.146,1.410,-1.230,0.012,1,253,1
404,1787212363.91,-10.151,1.422,-1.139,0.014,1,253,1
405,1787212364.91,-10.158,1.436,-1.041,0.015,1,253,1
406,1787212365.91,-10.156,1.434,-0.937,0.015,1,253,1
407,1787212366.91,-10.148,1.423,-0.840,0.013,1,253,1
408,1787212367.91,-10.140,1.415,-0.751,0.011,1,253,1
409,1787212368.91,-10.133,1.409,-0.683,0.007,1,253,1
410,1787212369.91,-10.128,1.405,-0.622,0.006,1,253,1
411,1787212370.91,-10.124,1.402,-0.564,0.005,1,253,1
412,1787212371.91,-10.119,1.400,-0.508,0.004,1,253,1
413,1787212372.91,-10.117,1.398,-0.456,0.003,1,253,1
414,1787212373.91,-10.115,1.397,-0.405,0.002,1,253,1
415,1787212374.91,-10.114,1.397,-0.356,0.001,1,253,1
416,1787212375.91,-10.113,1.397,-0.308,0.000,1,253,1
417,1787212376.91,-10.114,1.397,-0.262,0.000,1,253,1
418,1787212377.91,-10.115,1.397,-0.213,0.001,1,253,1
419,1787212378.91,-10.115,1.397,-0.167,0.000,1,253,1
420,1787212379.91,-10.116,1.397,-0.119,0.001,1,253,1
421,1787212380.91,-10.118,1.397,-0.053,0.008,1,253,1
422,1787212381.91,-10.140,1.394,0.293,0.038,0,253,1
423,1787212382.91,-10.139,1.400,0.662,0.088,0,253,1
424,1787212383.91,-9.972,1.501,0.368,0.232,0,206,0
